Iteration_duration,PSCS__TAU
4.550690174102783,462
4.1729819774627686,583
4.285006046295166,110
4.230388879776001,165
4.315922260284424,170
4.40127420425415,518
4.456807851791382,600
4.659711837768555,495
4.468294143676758,1
4.430797815322876,405
4.316210031509399,558
4.406033039093018,498
4.560048341751099,431
4.423546075820923,419
4.429013967514038,1
4.330985069274902,376
4.345638036727905,171
4.330831289291382,693
4.386659860610962,662
4.346695899963379,380
4.403052091598511,1
4.458952903747559,405
4.445597887039185,120
4.625852108001709,316
4.361150026321411,378
4.330345153808594,385
4.328016042709351,415
4.320305109024048,571
4.367862939834595,214
4.357196092605591,578
4.331583023071289,186
4.301533937454224,224
4.3318750858306885,1
4.331421136856079,214
4.367050886154175,275
4.317631006240845,588
4.322675943374634,1
4.354867935180664,345
4.433031797409058,219
4.331851005554199,279
4.3224217891693115,463
4.301367998123169,1
4.338939189910889,253
4.329433917999268,360
4.330420017242432,285
4.393733263015747,376
4.33430027961731,313
4.35150408744812,1
4.459787130355835,181
4.356348276138306,695
4.346237897872925,366
4.338107109069824,168
4.318057060241699,109
4.338194847106934,687
4.346055030822754,165
4.335721969604492,360
4.490362882614136,202
4.373900890350342,1
4.319390058517456,138
4.330299139022827,232
4.357524871826172,694
4.469351053237915,428
4.3320019245147705,167
4.337106227874756,290
4.338412046432495,135
4.322087049484253,135
4.3691442012786865,1
4.334247827529907,170
4.329642057418823,274
4.412515163421631,183
4.342237949371338,98
4.346920967102051,336
4.3434717655181885,242
4.4348578453063965,564
4.483428001403809,291
4.4164159297943115,462
4.4836061000823975,186
5.528759717941284,94
4.4476001262664795,92
5.643456935882568,192
4.489264011383057,628
4.463477849960327,578
4.366026878356934,526
4.47836709022522,110
4.395965099334717,232
4.511398077011108,246
4.3589301109313965,121
4.378504037857056,250
4.412771940231323,167
4.352874994277954,513
4.3558759689331055,144
4.496105909347534,100
4.457589149475098,156
4.32358717918396,231
4.3380210399627686,329
4.361459016799927,273
4.345757961273193,502
4.39466404914856,221
4.423763036727905,1
4.492373943328857,661
4.337553024291992,503
4.350419282913208,246
4.3442301750183105,345
4.470731973648071,206
4.41848611831665,171
4.410602807998657,337
4.344264984130859,1
4.331110000610352,195
4.3380889892578125,294
4.4840569496154785,603
4.9733726978302,381
4.610136985778809,89
4.561514854431152,315
4.582641839981079,411
4.5100977420806885,508
4.487604856491089,193
4.449773073196411,687
4.582488059997559,171
4.6187028884887695,168
4.530409812927246,330
4.332707166671753,199
4.338762998580933,518
4.337877988815308,231
4.429637908935547,165
4.425680160522461,219
4.983091115951538,1
4.450722932815552,166
4.494346857070923,389
4.44165301322937,396
4.417353868484497,156
4.493928909301758,466
4.37854790687561,372
4.518796920776367,305
4.455670118331909,240
4.412942171096802,427
4.34149694442749,91
4.517882823944092,143
4.349950075149536,201
4.322116851806641,110
4.335721015930176,193
4.489986896514893,1
5.127747058868408,89
4.646885871887207,419
4.630187034606934,434
4.487237930297852,545
4.484257936477661,428
4.748528957366943,168
4.563414812088013,112
4.726135015487671,237
4.537589073181152,496
4.477049112319946,84
4.542579174041748,253
4.430004119873047,345
4.415640830993652,106
4.5790770053863525,1
4.579293966293335,364
4.5959789752960205,1
4.605934143066406,463
4.603154897689819,110
4.477393865585327,1
4.431195020675659,592
4.469523906707764,270
4.461436033248901,183
4.502955198287964,178
4.4632182121276855,695
4.489520072937012,223
4.571727752685547,404
4.462029218673706,317
4.429150104522705,435
4.418546915054321,188
4.369316101074219,223
4.619087219238281,97
4.535301923751831,340
4.529567718505859,636
4.556993007659912,1
4.535265922546387,311
4.539812088012695,253
4.443325042724609,121
4.487940073013306,335
4.906543970108032,215
4.420677185058594,315
4.458915948867798,339
4.353298187255859,159
4.351410865783691,369
4.463642835617065,1
4.350075960159302,152
4.559880018234253,499
4.504148006439209,495
4.531858205795288,405
4.483541965484619,385
4.472358226776123,1
4.375347852706909,183
4.517712831497192,273
4.380929946899414,1
4.421928882598877,279
4.428070306777954,156
4.431652069091797,119
4.481735944747925,547
4.332475185394287,96
4.487479209899902,337
4.390718936920166,419
4.459019899368286,123
4.355391025543213,351
4.342138051986694,125
4.34518575668335,690
4.354211807250977,404
4.343541145324707,688
4.398744106292725,180
4.551424980163574,312
4.452544927597046,1
4.652109861373901,109
4.482420921325684,323
4.318203926086426,339
4.35273003578186,461
4.443892955780029,269
4.38892388343811,363
4.435294151306152,693
4.477755784988403,196
5.066656112670898,424
4.411967039108276,253
4.548569679260254,231
4.63957405090332,506
4.423149108886719,176
4.524107933044434,202
4.4270570278167725,336
4.490417003631592,643
4.588834762573242,165
4.4649598598480225,469
4.429034948348999,289
4.428187847137451,92
4.436194181442261,1
4.730940103530884,392
4.563629150390625,365
4.465769052505493,162
4.484018087387085,103
4.475543022155762,419
4.5490851402282715,498
4.500009059906006,116
4.500553846359253,1
4.643095016479492,545
4.738430023193359,377
4.516982078552246,1
4.369892835617065,274
4.487674951553345,210
4.457556962966919,193
4.49120306968689,513
4.352665901184082,325
4.340014934539795,498
4.31807804107666,309
4.329459190368652,229
4.391554117202759,201
4.368852138519287,1
4.428224086761475,250
4.418437957763672,441
4.3728601932525635,169
4.485615968704224,565
4.3455870151519775,1
4.360734939575195,414
4.329028129577637,377
4.42043399810791,381
4.311949968338013,1
4.396995306015015,169
4.478362083435059,210
4.3271167278289795,466
4.424722909927368,1
4.361120939254761,1
4.3354411125183105,692
4.437176942825317,463
4.468273878097534,1
4.432448863983154,507
4.338409185409546,488
4.482203960418701,1
4.3544020652771,145
4.495625257492065,115
4.581934690475464,155
4.345087051391602,489
4.366962194442749,170
4.451016902923584,511
4.427174091339111,530
4.419733047485352,687
4.440931081771851,214
4.4833738803863525,119
4.465429782867432,440
4.594987869262695,468
4.420576095581055,1
4.4860522747039795,513
4.342767953872681,176
4.412945032119751,257
4.452075004577637,505
4.422615051269531,363
4.407321929931641,181
4.367462158203125,290
4.330280780792236,229
4.342867136001587,98
4.467425107955933,328
4.471491098403931,546
4.487632989883423,363
4.333505868911743,131
4.483938217163086,182
4.367173194885254,92
4.359320163726807,311
4.470109939575195,167
4.464306831359863,94
4.447786092758179,601
4.4684388637542725,435
4.411408185958862,545
4.344931125640869,293
4.423443078994751,466
4.385354995727539,558
4.331961154937744,606
4.310820817947388,115
4.3375160694122314,360
4.340751647949219,138
4.527472972869873,402
4.359526872634888,138
4.362661838531494,180
4.48861837387085,305
4.405200004577637,606
4.340046644210815,328
4.333655834197998,1
4.319790840148926,499
4.4393370151519775,89
4.348305702209473,243
4.329401731491089,253
4.301528692245483,330
4.430465221405029,310
4.436554908752441,694
4.336044073104858,181
4.327500820159912,500
4.321984052658081,112
4.3122148513793945,156
4.327829837799072,365
4.331717252731323,312
4.333972215652466,1
4.364901781082153,545
4.3226189613342285,146
4.336323022842407,1
4.3098742961883545,176
4.326822996139526,311
4.470577955245972,558
4.389225959777832,294
4.335576057434082,435
4.348077774047852,1
4.357531309127808,434
4.317477226257324,337
4.422878980636597,357
4.496257066726685,376
4.372420072555542,223
4.326726913452148,103
4.317133665084839,121
4.333477020263672,241
4.311310052871704,156
4.348617792129517,419
4.50052285194397,642
4.432096004486084,1
4.337325096130371,167
4.339429140090942,363
4.3195390701293945,221
4.343852758407593,231
4.323654890060425,84
4.32674503326416,138
4.304894924163818,144
4.321687936782837,167
4.324428081512451,198
4.314831733703613,284
4.314809083938599,202
4.32836389541626,181
4.335768938064575,84
4.314466953277588,1
4.328943729400635,170
4.331221103668213,323
4.377484083175659,324
4.565830945968628,192
4.969821929931641,193
4.676275968551636,1
5.079930067062378,604
4.672075986862183,431
4.447460174560547,330
4.477674961090088,167
5.082533836364746,536
5.023785829544067,583
4.83413290977478,375
5.246412038803101,221
4.58368706703186,171
4.467017889022827,465
4.429031848907471,355
4.5069661140441895,579
4.439560890197754,1
4.336727142333984,399
4.3736348152160645,355
4.334662199020386,177
4.324900150299072,100
4.341197967529297,287
4.495023965835571,105
4.379498720169067,289
4.341545820236206,1
4.437600135803223,317
4.480847120285034,419
4.457470893859863,355
4.337964057922363,458
4.4702301025390625,1
4.391570091247559,351
4.353576898574829,115
4.3910322189331055,540
4.411515712738037,257
4.449493885040283,361
4.559875249862671,143
4.490548849105835,340
4.322048902511597,231
4.3988752365112305,642
4.389434814453125,488
4.326353073120117,134
4.380917072296143,693
4.484627962112427,440
4.39683198928833,215
4.3175201416015625,1
4.3375020027160645,1
4.472476243972778,461
4.341075897216797,336
4.329900741577148,432
4.3369762897491455,138
4.344923257827759,85
4.322696924209595,199
4.5024330615997314,351
4.435058832168579,125
4.48189115524292,1
4.453762769699097,526
4.483577013015747,167
4.392366886138916,401
4.401928186416626,145
4.355777025222778,201
4.515747308731079,105
4.4200119972229,109
4.473424911499023,636
4.495430946350098,219
4.566590070724487,583
4.664743900299072,402
4.573436260223389,540
4.39869499206543,350
4.482217073440552,107
4.462112188339233,1
4.471307754516602,265
4.482635974884033,289
4.438057899475098,694
4.5073630809783936,168
4.559540033340454,380
4.427796840667725,485
4.48385214805603,499
4.435352087020874,251
4.468848943710327,201
4.607717990875244,476
4.533409118652344,241
4.461274862289429,309
4.377117872238159,196
4.426087141036987,427
4.445263862609863,434
4.512057781219482,519
4.471688747406006,360
4.331428050994873,166
4.414470195770264,145
4.413415908813477,112
4.492126941680908,434
4.428968906402588,263
4.4016759395599365,451
4.554563999176025,616
4.483333110809326,134
4.504646062850952,265
4.398472785949707,405
4.475652694702148,589
4.531445026397705,506
4.5403478145599365,246
4.317720890045166,85
4.359419107437134,230
4.374931812286377,376
4.443495035171509,660
4.37295389175415,546
4.349406957626343,123
4.40894079208374,145
4.329703092575073,186
4.484173774719238,440
4.389482021331787,333
4.478312969207764,571
4.393961191177368,121
4.33951997756958,344
4.338498830795288,1
4.320418834686279,342
4.441019773483276,536
4.362740993499756,369
4.470199108123779,334
4.365215063095093,265
4.358599901199341,475
4.366111993789673,401
4.336673021316528,276
4.466208219528198,180
4.382561922073364,461
4.3341240882873535,329
4.495493173599243,183
4.4865639209747314,1
4.410950183868408,540
4.49369215965271,254
4.48177695274353,495
4.3819921016693115,363
4.3409459590911865,503
4.365950345993042,210
4.381388187408447,389
4.3213090896606445,274
4.3955161571502686,1
4.342680215835571,541
4.315214157104492,211
4.361254930496216,1
4.329816818237305,323
4.307639122009277,468
4.3427629470825195,458
4.327950954437256,403
4.3497138023376465,333
4.3940110206604,125
4.362236022949219,546
4.455335855484009,285
4.371906042098999,436
4.427634954452515,240
4.494016170501709,251
4.360983848571777,242
4.312580108642578,334
4.4026758670806885,151
4.426361799240112,135
4.328655958175659,637
4.33593487739563,211
4.3349878787994385,232
4.337492942810059,509
4.39284610748291,602
4.377767086029053,404
4.3230040073394775,592
4.373724937438965,298
4.388271808624268,189
4.368398189544678,335
4.324311017990112,263
4.32552695274353,182
4.325310945510864,167
4.323446035385132,339
4.335702896118164,276
4.441035985946655,178
4.450602054595947,169
4.3840651512146,287
4.486554145812988,120
4.3643879890441895,471
4.3160789012908936,317
4.332819938659668,106
4.33635401725769,316
4.302879333496094,165
4.3798089027404785,269
4.481345176696777,274
4.3362510204315186,616
4.433818817138672,381
4.353765964508057,230
4.352142810821533,269
4.3601391315460205,497
4.341331958770752,694
4.3428568840026855,1
4.334903717041016,690
4.317815065383911,221
4.330444097518921,139
4.404881954193115,339
4.315364122390747,328
4.3269758224487305,1
4.322087287902832,1
4.305783271789551,458
4.322602033615112,427
4.353636741638184,548
4.294680118560791,287
4.43892502784729,460
4.379912853240967,440
4.340105056762695,237
4.324742317199707,289
4.493385076522827,210
4.447117805480957,599
4.321163177490234,642
4.392668962478638,181
4.439555883407593,695
4.367424964904785,169
4.462562084197998,441
4.320372104644775,389
4.328560829162598,337
4.306167125701904,503
4.354100942611694,162
4.50464391708374,415
4.391139030456543,601
4.3711769580841064,229
4.444859981536865,317
4.4660937786102295,372
4.348114967346191,506
4.381108045578003,94
4.486914157867432,133
4.591676950454712,85
4.698130130767822,616
4.5474348068237305,509
4.58266282081604,333
4.46357798576355,284
4.685214042663574,1
4.450406789779663,183
4.494336128234863,460
4.746402025222778,339
4.4410080909729,289
4.541022062301636,592
4.348886966705322,298
4.344541072845459,224
4.602267742156982,171
4.739171266555786,547
4.520557165145874,414
4.491663932800293,343
4.5127527713775635,270
4.35670804977417,309
4.378957986831665,106
4.5858471393585205,233
4.511168003082275,357
4.38695502281189,380
4.552846193313599,289
4.501790761947632,335
4.338871002197266,1
4.4215989112854,212
4.60823392868042,340
4.4612390995025635,112
4.512215614318848,593
4.482239007949829,237
4.3549981117248535,290
4.484158992767334,131
4.410175085067749,1
4.318326950073242,181
4.332752227783203,155
4.331517934799194,441
4.346226930618286,126
4.3134918212890625,198
4.325143098831177,178
4.402429103851318,360
4.56601881980896,251
4.752721786499023,365
4.558187961578369,414
4.424216032028198,263
4.420399904251099,466
4.76630711555481,156
4.377032995223999,510
4.557862043380737,1
4.374743938446045,601
4.367504835128784,241
4.396048069000244,1
4.478121995925903,201
4.35106897354126,343
4.4407570362091064,221
4.405423164367676,126
4.351553201675415,353
4.341104745864868,503
4.304672002792358,1
4.339203834533691,145
4.335540056228638,1
4.338852882385254,1
4.320478200912476,372
4.448850870132446,219
4.49152684211731,97
4.36635684967041,210
4.3379857540130615,440
4.399734973907471,332
4.56064510345459,96
4.330715179443359,162
4.451934099197388,603
4.412317991256714,242
4.434298992156982,475
4.4810309410095215,162
4.493304967880249,433
4.474861145019531,395
4.4610981941223145,1
4.467288017272949,110
4.445827960968018,504
4.638195276260376,143
4.480181932449341,143
4.432237148284912,424
4.490310192108154,172
4.377621173858643,219
4.3392493724823,375
4.334683179855347,441
4.410856008529663,1
4.474905014038086,146
4.597421884536743,1
4.4291040897369385,332
4.354844808578491,451
4.331544637680054,176
4.475194931030273,564
4.473512887954712,121
4.433757781982422,92
4.7011308670043945,92
4.606975793838501,1
4.475672960281372,1
4.470531702041626,488
4.3980958461761475,159
4.50937294960022,196
4.3863091468811035,693
4.377360105514526,433
4.81521201133728,530
4.633570194244385,192
4.405224800109863,143
4.500381946563721,220
4.4850170612335205,177
4.4132421016693115,169
4.50043797492981,440
4.397075891494751,331
4.438390016555786,508
4.398990869522095,1
4.4346840381622314,1
4.347406625747681,332
4.451988935470581,294
4.360314846038818,398
4.466500997543335,1
4.484007835388184,1
4.46537709236145,191
4.494233131408691,1
4.571267127990723,265
4.579602956771851,468
4.533030271530151,343
4.603800058364868,395
4.686141014099121,363
4.719785928726196,458
4.575881004333496,156
4.347928047180176,110
4.449585914611816,189
4.342223167419434,420
4.366421699523926,243
4.424837112426758,143
4.338896036148071,230
4.45424485206604,310
4.537067890167236,695
4.497543096542358,545
4.449347734451294,1
4.47075080871582,195
4.396237134933472,397
4.5901782512664795,361
4.414419889450073,462
4.360302925109863,335
4.3875579833984375,133
4.5305187702178955,564
4.547957181930542,191
4.345467805862427,97
4.3377532958984375,250
4.316251754760742,138
4.397701978683472,229
4.344378709793091,311
4.417572259902954,451
4.445330858230591,536
5.1944708824157715,177
4.596354007720947,530
4.487696170806885,404
4.4589080810546875,135
4.370373964309692,337
4.452311038970947,289
4.529469966888428,139
4.453289031982422,169
4.447876691818237,145
4.398583173751831,152
4.93148398399353,1
4.47623085975647,329
4.5362958908081055,120
4.375338792800903,199
4.603994846343994,310
4.548182010650635,125
4.580446004867554,337
4.5907838344573975,545
4.554182767868042,331
4.488487958908081,335
4.43143892288208,599
4.500184774398804,168
4.404176950454712,112
4.486504793167114,170
4.407642841339111,518
4.5465407371521,363
4.380642890930176,323
4.492358207702637,131
4.4516921043396,361
4.489411115646362,370
4.5216639041900635,414
4.453672885894775,353
4.453972101211548,362
4.412226915359497,365
4.3928751945495605,126
4.436845064163208,1
4.4427008628845215,133
4.469725131988525,155
4.483342170715332,356
4.429030895233154,334
4.485684394836426,363
4.585894823074341,475
4.4129438400268555,279
4.405463218688965,691
4.547140836715698,363
4.459373950958252,505
4.820375919342041,230
4.4700562953948975,123
4.341808795928955,403
4.657999038696289,402
4.53657078742981,466
4.66348123550415,195
4.466563940048218,1
4.456607818603516,183
4.471495866775513,315
4.433800935745239,119
4.446916818618774,470
4.632603168487549,363
4.4408698081970215,146
4.47977614402771,1
4.51363205909729,107
5.17047119140625,1
4.729948043823242,690
4.42514181137085,151
4.493828058242798,285
4.4128618240356445,466
4.499452114105225,103
4.759690046310425,269
4.502110242843628,1
4.767934083938599,1
4.782833814620972,92
4.568310976028442,1
4.626288890838623,139
4.571516036987305,85
4.449620962142944,636
4.391923904418945,433
4.5444793701171875,465
4.566682815551758,357
4.58306097984314,431
4.453699827194214,1
4.6285459995269775,463
4.676345109939575,428
4.61342191696167,121
4.926964282989502,365
4.548938989639282,406
4.5210888385772705,85
4.331896066665649,162
4.333045721054077,220
4.309047698974609,1
4.37488579750061,395
4.399439811706543,206
4.409987688064575,276
4.510049104690552,629
4.401658296585083,1
4.410377025604248,1
4.470264673233032,1
4.478913068771362,206
4.478588104248047,333
4.376616954803467,1
4.3879170417785645,375
4.46287989616394,311
4.432758808135986,617
4.437376022338867,196
4.4397292137146,257
5.057463884353638,98
4.564388990402222,404
4.466047048568726,191
4.515108108520508,1
4.323699951171875,499
4.46203088760376,290
4.432512998580933,329
4.360307216644287,467
4.341031312942505,1
4.499063968658447,298
4.4747631549835205,395
4.366847991943359,628
4.68265700340271,301
4.556941986083984,502
4.556819915771484,1
4.33776593208313,1
4.4494969844818115,243
4.451885938644409,169
4.343565940856934,230
4.333639144897461,498
4.314079999923706,607
4.3325231075286865,505
4.334249973297119,401
4.4499311447143555,293
4.331689119338989,399
4.334988832473755,276
4.308653116226196,325
4.458662986755371,692
4.478769779205322,510
4.369383096694946,181
4.384959936141968,1
4.478538990020752,353
4.4521400928497314,251
4.412036180496216,660
4.563774108886719,183
4.486339092254639,411
4.442965030670166,599
4.9156999588012695,196
4.61005711555481,183
4.400681018829346,350
4.342282056808472,463
4.361446142196655,293
4.513089179992676,301
4.333626747131348,273
4.330640077590942,1
4.3031909465789795,165
4.323812961578369,466
4.592886924743652,270
4.367650747299194,692
487.84613490104675,199
4.376116037368774,588
4.54485297203064,201
4.436507940292358,414
4.514164209365845,193
4.290410041809082,144
4.3551788330078125,404
4.508427858352661,266
4.50954532623291,365
4.513294219970703,392
4.655286073684692,159
4.941298961639404,301
4.593771934509277,395
4.36564302444458,411
4.510123014450073,274
4.374338150024414,460
4.6157708168029785,211
4.6064980030059814,125
4.5863730907440186,392
4.54709792137146,661
4.509777069091797,584
4.5913848876953125,170
4.6034722328186035,361
4.546601057052612,135
4.48710298538208,305
4.433624982833862,274
4.57870888710022,1
4.470668792724609,578
4.50732684135437,311
4.5882179737091064,510
4.411999940872192,1
4.563857078552246,193
4.656512022018433,325
4.7031872272491455,323
4.366362810134888,162
4.506806135177612,428
4.416025876998901,219
4.473545074462891,330
4.734608173370361,289
4.558657169342041,335
4.674866199493408,169
4.50311803817749,107
4.398285865783691,1
4.336546897888184,121
4.440407037734985,470
4.337170839309692,224
4.311852931976318,1
4.338088035583496,289
4.337222099304199,199
4.39664101600647,1
4.365202903747559,274
4.3387839794158936,181
4.330781936645508,339
4.311169862747192,151
4.500088930130005,465
4.494758129119873,220
4.333020925521851,514
4.339360952377319,381
4.3412721157073975,1
4.326172828674316,229
4.347434997558594,696
4.330467939376831,171
4.339806079864502,545
4.456056118011475,310
4.354007005691528,231
4.337799072265625,221
4.321299076080322,397
4.3844428062438965,210
4.503566741943359,395
4.3606038093566895,337
4.490360975265503,312
4.592094898223877,116
257.8029189109802,121
4.172823190689087,335
366.63663721084595,385
4.213681936264038,313
4.174087285995483,212
4.5694780349731445,506
4.3124799728393555,206
4.899319171905518,167
4.395992040634155,399
4.409013032913208,156
4.460119962692261,545
4.338536977767944,269
4.405524015426636,470
4.433862209320068,588
4.311094045639038,250
4.331403732299805,230
4.489432096481323,547
4.420238733291626,156
4.6090288162231445,188
4.4419450759887695,105
4.470612049102783,351
4.484756946563721,484
4.662661075592041,467
4.594310998916626,96
4.509475231170654,526
4.339861154556274,1
4.561068058013916,559
4.335752010345459,316
4.324047088623047,183
4.331714153289795,276
