PRGS,ORCH_1_Dstop,ORCH_1_Drestart,ORCH_1_Fstop,ORCH_1_Frestart,PSCS__TAU,HUM_1_VEL,HUM_2_VEL,HUM_1_FW,HUM_1_AGE,HUM_1_STA,HUM_2_FW,HUM_2_AGE,HUM_2_STA,HUM_1_POS_X,HUM_1_POS_Y,HUM_2_POS_X,HUM_2_POS_Y,ROB_1_VEL,ROB_1_CHG,PRSCS_LB,PRSCS_UB,SCS,FTG_HUM_1_LB,FTG_HUM_1_UB,FTG_HUM_1,FTG_HUM_2_LB,FTG_HUM_2_UB,FTG_HUM_2
0,6.55,3.49,0.51,0.38,156,77.0,95.0,distr,y,u,distr,e,h,266.1,133.03,3537.83,710.51,45.0,12.08047081,0.0,0.0981446,0,0.3455,0.3455,0.3455,0.0061,0.0044,0.00525
0,6.55,3.49,0.51,0.38,468,77.0,95.0,distr,y,u,distr,e,h,3077.84,434.87,3537.83,710.51,45.0,12.17365942,0.0,0.0981446,0,0.9452,0.0044,0.4748,0.0,0.0,0.0
0,6.55,3.49,0.51,0.38,312,77.0,95.0,distr,y,u,distr,e,h,307.02,136.11,3537.83,710.51,45.0,12.12664269,0.0,0.0981446,0,0.2387,0.2387,0.2387,0.0149,0.0003,0.0076
0,6.55,3.49,0.51,0.38,468,77.0,95.0,distr,y,u,distr,e,h,3077.84,434.87,3537.83,710.51,45.0,12.17365942,0.0,0.0981446,0,0.8955,0.0183,0.4569,0.0008,0.0008,0.0008
0,6.55,3.49,0.51,0.38,312,77.0,95.0,distr,y,u,distr,e,h,309.89,136.34,3537.83,710.51,45.0,12.12664269,0.0,0.0981446,0,0.4393,0.1114,0.27535,0.0237,0.0037,0.0137
0,6.55,3.49,0.51,0.38,156,77.0,95.0,distr,y,u,distr,e,h,302.06,149.91,3537.83,710.51,45.0,12.0804672,0.0,0.0981446,0,0.3947,0.082,0.23835,0.0178,0.0178,0.0178
0,5.63713184,4.071404097,0.5362653315,0.1740289266,258,34.95411032,57.89940835,distr,e,u,foc,e,h,387.72,259.61,2926.68,408.94,83.07207509,12.39722587,0.000468738,0.0989152,0,0.7942,0.0748,0.4345,0.0185,0.004,0.01125
0,5.64,4.07,0.54,0.17,257,34.0,57.0,distr,e,u,foc,e,h,387.72,259.61,2926.68,408.94,83.0,12.39720755,0.000468738,0.0989152,0,0.7755,0.1266,0.45105,0.0263,0.0012,0.01375
4,5.64,4.07,0.54,0.17,85,34.0,57.0,distr,e,u,foc,e,h,752.38,229.39,2836.39,202.31,83.0,12.34536229,0.0,0.0981446,0,0.9879,0.0012,0.49455,0.0,0.0,0.0
0,5.64,4.07,0.54,0.17,257,34.0,57.0,distr,e,u,foc,e,h,387.72,259.61,2926.68,408.94,83.0,12.39720755,0.0,0.0981446,0,0.6346,0.0817,0.35815,0.0202,0.001,0.0106
4,5.64,4.07,0.54,0.17,85,34.0,57.0,distr,e,u,foc,e,h,1241.96,193.82,2881.39,201.67,83.0,12.34535941,0.0,0.0981446,0,0.9951,0.0033,0.4992,0.0,0.0,0.0
0,5.64,4.07,0.54,0.17,257,34.0,57.0,distr,e,u,foc,e,h,387.72,259.61,2926.68,408.94,83.0,12.39720755,0.0,0.0981446,0,0.6165,0.0336,0.32505,0.0236,0.0014,0.0125
4,5.64,4.07,0.54,0.17,85,34.0,57.0,distr,e,u,foc,e,h,500.0,200.0,2870.51,201.68,83.0,12.34537326,0.0,0.0981446,0,0.9339,0.0506,0.49225,0.0,0.0,0.0
2,6.46,3.1,0.7,0.31,94,65.0,70.0,free,e,s,distr,y,u,367.35,171.6,1637.01,178.96,83.0,11.37072888,0.0,0.0981446,0,0.4227,0.0003,0.2115,0.2899,0.0087,0.1493
2,6.46,3.1,0.7,0.31,94,65.0,70.0,free,e,s,distr,y,u,401.35,199.96,1831.94,174.66,83.0,11.3707394,0.0,0.0981446,0,0.4824,0.0045,0.24345,0.6544,0.0026,0.3285
0,6.09,2.93,0.69,0.2,661,72.0,35.0,distr,e,s,distr,e,s,3648.55,292.68,2405.18,406.77,34.0,12.2023861,0.0297222,0.129219,0,0.4398,0.0921,0.26595,0.1051,0.0417,0.0734
0,6.09,2.93,0.69,0.2,661,72.0,35.0,distr,e,s,distr,e,s,3648.55,292.68,2405.18,406.77,34.0,12.2023861,0.0413775,0.141115,0,0.5293,0.0172,0.27325,0.0148,0.0148,0.0148
0,5.863122627,3.315215707,0.6071944865,0.1569537931,436,54.92866521,38.55332702,distr,y,u,distr,e,h,3599.64,770.47,4445.72,743.68,72.61275786,12.10548653,0.0,0.0981446,0,0.8512,0.0268,0.439,0.0002,0.0002,0.0002
0,5.86,3.32,0.61,0.16,435,54.0,38.0,distr,y,u,distr,e,h,3599.64,770.47,4445.72,743.68,72.0,12.105456,0.0,0.0981446,0,0.7922,0.0165,0.40435,0.0079,0.0076,0.00775
0,5.86,3.32,0.61,0.16,290,54.0,38.0,distr,y,u,distr,e,h,1671.4,165.13,4445.72,743.68,72.0,12.06146909,0.0,0.0981446,0,0.6704,0.2473,0.45885,0.0,0.0,0.0
0,5.86,3.32,0.61,0.16,435,54.0,38.0,distr,y,u,distr,e,h,3599.64,770.47,4445.72,743.68,72.0,12.105456,0.0,0.0981446,0,0.7908,0.0427,0.41675,0.0017,0.0017,0.0017
1,5.86,3.32,0.61,0.16,145,54.0,38.0,distr,y,u,distr,e,h,659.56,191.21,3070.74,533.09,72.0,12.01883739,0.0,0.0981446,0,0.3188,0.3188,0.3188,0.0244,0.0244,0.0244
0,5.86,3.32,0.61,0.16,435,54.0,38.0,distr,y,u,distr,e,h,3599.64,770.47,4445.72,743.68,72.0,12.105456,0.0,0.0981446,0,0.8455,0.0048,0.42515,0.0016,0.0016,0.0016
0,5.86,3.32,0.61,0.16,290,54.0,38.0,distr,y,u,distr,e,h,1438.45,168.03,4445.72,743.68,72.0,12.06147359,0.0,0.0981446,0,0.6208,0.3255,0.47315,0.0,0.0,0.0
0,7.417621812,2.808788351,0.7234641105,0.164393013,695,78.74245869,76.22627427,distr,y,u,free,e,u,2011.81,315.73,2292.61,482.03,42.2241352,11.45025736,0.0,0.0981446,0,0.9647,0.0144,0.48955,0.4,0.4,0.4
0,7.42,2.81,0.72,0.16,694,78.0,76.0,distr,y,u,free,e,u,2011.81,315.73,2292.61,482.03,42.0,11.45020851,0.0,0.0981446,0,0.6274,0.2368,0.4321,0.0,0.0,0.0
0,7.42,2.81,0.72,0.16,232,78.0,76.0,distr,y,u,free,e,u,314.92,157.46,2292.61,482.03,42.0,11.31400422,0.0,0.0981446,0,0.4104,0.1512,0.2808,0.8,0.0,0.4
0,7.42,2.81,0.72,0.16,1,78.0,76.0,distr,y,u,free,e,u,314.92,157.46,2292.61,482.03,42.0,11.24994104,0.0,0.0981446,0,0.5828,0.0672,0.325,0.8,0.0,0.4
0,7.42,2.81,0.72,0.16,694,78.0,76.0,distr,y,u,free,e,u,2011.81,315.73,2292.61,482.03,42.0,11.45020851,0.0,0.0981446,0,0.8641,0.0721,0.4681,0.0,0.0,0.0
0,7.42,2.81,0.72,0.16,463,78.0,76.0,distr,y,u,free,e,u,314.92,157.45,2292.61,482.03,42.0,11.38093956,0.264825,0.364825,0,0.2041,0.2041,0.2041,0.8,0.0,0.4
0,7.42,2.81,0.72,0.16,1,78.0,76.0,distr,y,u,free,e,u,314.92,157.46,2292.61,482.03,42.0,11.24995631,0.0,0.0981446,0,0.2454,0.2454,0.2454,0.8,0.0,0.4
0,7.42,2.81,0.72,0.16,694,78.0,76.0,distr,y,u,free,e,u,2011.81,315.73,2292.61,482.03,42.0,11.45020851,0.0,0.0981446,0,0.8288,0.0491,0.43895,0.0,0.0,0.0
0,7.42,2.81,0.72,0.16,463,78.0,76.0,distr,y,u,free,e,u,315.15,157.0,2292.61,482.03,42.0,11.38091224,0.286628,0.386462,0,0.4121,0.1911,0.3016,0.8034,0.0034,0.4034
0,7.42,2.81,0.72,0.16,232,78.0,76.0,distr,y,u,free,e,u,314.92,157.46,2292.61,482.03,42.0,11.31399812,0.0,0.0981446,0,0.3537,0.3049,0.3293,0.7964,0.0036,0.4
0,7.42,2.81,0.72,0.16,1,78.0,76.0,distr,y,u,free,e,u,314.92,157.46,2292.61,482.03,42.0,11.24992863,0.0,0.0981446,0,0.2878,0.2156,0.2517,0.8,0.0,0.4
0,7.069995441,3.854203389,0.6070530365,0.317443544,420,32.78901639,55.22303415,distr,y,u,foc,y,s,897.86,674.11,1003.85,774.62,95.96575554,11.4886091,0.000468738,0.0989152,0,0.9161,0.0785,0.4973,0.0124,0.0124,0.0124
0,7.07,3.85,0.61,0.32,419,32.0,55.0,distr,y,u,foc,y,s,897.86,674.11,1003.85,774.62,95.0,11.48857856,0.0,0.0981446,0,0.9573,0.0357,0.4965,0.0,0.0,0.0
1,7.07,3.85,0.61,0.32,279,32.0,55.0,distr,y,u,foc,y,s,352.49,184.13,1003.85,774.62,95.0,11.44581376,0.0619394,0.16173,0,0.8265,0.037,0.43175,0.1419,0.1172,0.12955
1,7.07,3.85,0.61,0.32,139,32.0,55.0,distr,y,u,foc,y,s,352.49,184.13,1003.85,774.62,95.0,11.40491788,0.0,0.0981446,0,0.4366,0.4366,0.4366,0.4366,0.0281,0.23235
0,7.07,3.85,0.61,0.32,419,32.0,55.0,distr,y,u,foc,y,s,897.86,674.11,1003.85,774.62,95.0,11.48857856,0.0,0.0981446,0,0.9378,0.0034,0.4706,0.0,0.0,0.0
1,7.07,3.85,0.61,0.32,279,32.0,55.0,distr,y,u,foc,y,s,188.14,181.53,1003.85,774.62,95.0,11.44581712,0.0712232,0.170976,0,0.7444,0.115,0.4297,0.2166,0.1919,0.20425
1,7.07,3.85,0.61,0.32,139,32.0,55.0,distr,y,u,foc,y,s,351.05,183.39,1003.85,774.62,95.0,11.40493944,0.0,0.0981446,0,0.4298,0.4298,0.4298,0.4081,0.0954,0.25175
0,7.07,3.85,0.61,0.32,419,32.0,55.0,distr,y,u,foc,y,s,897.86,674.11,1003.85,774.62,95.0,11.48857856,0.0,0.0981446,0,0.9264,0.0644,0.4954,0.0,0.0,0.0
0,7.07,3.85,0.61,0.32,279,32.0,55.0,distr,y,u,foc,y,s,353.96,179.72,1003.85,774.62,95.0,11.44580982,0.000468738,0.0989152,0,0.5051,0.1269,0.316,0.0902,0.0238,0.057
0,7.07,3.85,0.61,0.32,139,32.0,55.0,distr,y,u,foc,y,s,354.9,177.76,1003.85,774.62,95.0,11.40492475,0.0,0.0981446,0,0.7507,0.0767,0.4137,0.0637,0.0223,0.043
0,5.09,3.09,0.73,0.33,211,99.0,48.0,foc,y,s,distr,e,s,3092.65,564.46,4010.89,767.06,42.0,11.22180194,0.0,0.0981446,0,0.4355,0.0406,0.23805,0.0,0.0,0.0
0,5.09,3.09,0.73,0.33,211,99.0,48.0,foc,y,s,distr,e,s,3092.65,564.46,4010.89,767.06,42.0,11.22179293,0.0,0.0981446,0,0.4149,0.0629,0.2389,0.0,0.0,0.0
0,7.124630416,3.590414331,0.5298584072,0.1106305172,432,38.4260476,79.24174091,foc,y,u,distr,y,s,3754.34,789.02,176.55,363.53,76.30666854,11.15692158,0.0,0.0981446,0,0.7736,0.012,0.3928,0.0,0.0,0.0
0,7.12,3.59,0.53,0.11,431,38.0,79.0,foc,y,u,distr,y,s,3754.34,789.02,176.55,363.53,76.0,11.15689104,0.0,0.0981446,0,0.7775,0.011,0.39425,0.0,0.0,0.0
0,7.12,3.59,0.53,0.11,431,38.0,79.0,foc,y,u,distr,y,s,3754.34,789.02,176.55,363.53,76.0,11.15689104,0.0,0.0981446,0,0.7708,0.0096,0.3902,0.0,0.0,0.0
0,7.12,3.59,0.53,0.11,431,38.0,79.0,foc,y,u,distr,y,s,3754.34,789.02,176.55,363.53,76.0,11.15689104,0.0,0.0981446,0,0.783,0.0025,0.39275,0.0,0.0,0.0
0,7.301887126,4.135586002,0.7388950729,0.1874173394,291,87.44208866,82.17308581,distr,y,u,free,e,h,139.62,401.64,1959.25,253.99,50.90695934,11.47098319,0.160035,0.25979,0,0.5204,0.0047,0.26255,0.0188,0.0002,0.0095
0,7.3,4.14,0.74,0.19,290,87.0,82.0,distr,y,u,free,e,h,139.62,401.64,1959.25,253.99,50.0,11.47096181,0.168929,0.268896,0,0.3446,0.3446,0.3446,0.0179,0.0001,0.009
0,7.3,4.14,0.74,0.19,290,87.0,82.0,distr,y,u,free,e,h,139.62,401.64,1959.25,253.99,50.0,11.47096181,0.18744,0.287382,0,0.5292,0.1209,0.32505,0.0154,0.0021,0.00875
0,7.3,4.14,0.74,0.19,290,87.0,82.0,distr,y,u,free,e,h,139.62,401.64,1959.25,253.99,50.0,11.47096181,0.179362,0.279345,0,0.5173,0.1252,0.32125,0.0134,0.0011,0.00725
0,7.436063689,2.483989062,0.7057949911,0.1341476736,251,51.04320362,98.38220284,distr,e,u,distr,e,h,3052.09,573.87,3108.03,421.63,58.17177583,11.83098282,0.0,0.0981446,0,0.9688,0.0003,0.48455,0.0003,0.0003,0.0003
0,7.44,2.48,0.71,0.13,250,51.0,98.0,distr,e,u,distr,e,h,3052.09,573.87,3108.03,421.63,58.0,11.8309645,0.0,0.0981446,0,0.9487,0.0212,0.48495,0.0,0.0,0.0
0,7.44,2.48,0.71,0.13,167,51.0,98.0,distr,e,u,distr,e,h,365.17,177.35,3108.03,421.63,58.0,11.80522617,0.0,0.0981446,0,0.4854,0.018,0.2517,0.0103,0.0019,0.0061
0,7.44,2.48,0.71,0.13,1,51.0,98.0,distr,e,u,distr,e,h,317.52,158.49,3108.03,421.63,58.0,11.75628741,0.0,0.0981446,0,0.4155,0.4155,0.4155,0.0164,0.0022,0.0093
0,7.44,2.48,0.71,0.13,250,51.0,98.0,distr,e,u,distr,e,h,3052.09,573.87,3108.03,421.63,58.0,11.8309645,0.0,0.0981446,0,0.986,0.0007,0.49335,0.0,0.0,0.0
0,7.44,2.48,0.71,0.13,167,51.0,98.0,distr,e,u,distr,e,h,1125.36,176.85,3108.03,421.63,58.0,11.80522631,0.0,0.0981446,0,0.5829,0.3935,0.4882,0.0072,0.0072,0.0072
0,7.44,2.48,0.71,0.13,84,51.0,98.0,distr,e,u,distr,e,h,365.83,177.38,3108.03,421.63,58.0,11.78094462,0.0,0.0981446,0,0.3928,0.3928,0.3928,0.017,0.0054,0.0112
0,7.44,2.48,0.71,0.13,1,51.0,98.0,distr,e,u,distr,e,h,318.71,157.47,3108.03,421.63,58.0,11.75629253,0.0,0.0981446,0,0.4061,0.3385,0.3723,0.0207,0.0028,0.01175
0,7.44,2.48,0.71,0.13,250,51.0,98.0,distr,e,u,distr,e,h,3052.09,573.87,3108.03,421.63,58.0,11.8309645,0.0,0.0981446,0,0.9334,0.0504,0.4919,0.0031,0.0031,0.0031
0,7.44,2.48,0.71,0.13,167,51.0,98.0,distr,e,u,distr,e,h,1153.18,179.67,3108.03,421.63,58.0,11.80522533,0.0,0.0981446,0,0.9853,0.0005,0.4929,0.0,0.0,0.0
4,7.44,2.48,0.71,0.13,1,30.0,98.0,distr,e,u,distr,e,h,739.25,188.2,2768.95,203.17,58.0,11.75626084,0.0,0.0981446,0,0.8817,0.0043,0.443,0.0,0.0,0.0
0,5.541728755,3.883634661,0.65590006,0.1111213221,316,72.00214868,54.36420788,distr,y,u,distr,e,h,833.55,205.47,2652.23,681.42,92.60541929,11.42254907,0.0125218,0.112309,0,0.6269,0.1201,0.3735,0.0151,0.0151,0.0151
0,5.54,3.88,0.66,0.11,315,72.0,54.0,distr,y,u,distr,e,h,833.55,205.47,2652.23,681.42,92.0,11.4225277,0.000468738,0.0989152,0,0.7654,0.0666,0.416,0.0132,0.0132,0.0132
0,5.54,3.88,0.66,0.11,315,72.0,54.0,distr,y,u,distr,e,h,833.55,205.47,2652.23,681.42,92.0,11.4225277,0.0169465,0.116203,0,0.9505,0.0011,0.4758,0.0069,0.0069,0.0069
0,5.54,3.88,0.66,0.11,105,72.0,54.0,distr,y,u,distr,e,h,272.51,136.17,2652.23,681.42,92.0,11.35922609,0.0,0.0981446,0,0.247,0.247,0.247,0.0172,0.0019,0.00955
0,5.54,3.88,0.66,0.11,315,72.0,54.0,distr,y,u,distr,e,h,833.55,205.47,2652.23,681.42,92.0,11.4225277,0.00358196,0.102241,0,0.8517,0.0058,0.42875,0.0122,0.0004,0.0063
0,5.54,3.88,0.66,0.11,210,72.0,54.0,distr,y,u,distr,e,h,272.51,136.17,2652.23,681.42,92.0,11.3906929,0.0,0.0981446,0,0.2998,0.2998,0.2998,0.0223,0.0016,0.01195
0,5.54,3.88,0.66,0.11,105,72.0,54.0,distr,y,u,distr,e,h,272.48,136.23,2652.23,681.42,92.0,11.35924282,0.0,0.0981446,0,0.4525,0.1304,0.29145,0.0192,0.0064,0.0128
0,5.586590684,4.241236845,0.5076539402,0.323453421,337,75.82445399,87.0858922,foc,y,u,foc,e,s,1972.4,260.47,1597.98,306.47,53.47003119,11.40080846,0.0,0.0981446,0,0.9846,0.0,0.4923,0.0,0.0,0.0
0,5.59,4.24,0.51,0.32,336,75.0,87.0,foc,y,u,foc,e,s,1972.4,260.47,1597.98,306.47,53.0,11.40078403,0.0,0.0981446,0,0.9846,0.0,0.4923,0.0,0.0,0.0
0,5.59,4.24,0.51,0.32,224,75.0,87.0,foc,y,u,foc,e,s,339.56,166.71,1597.98,306.47,53.0,11.36650142,0.0,0.0981446,0,0.7097,0.0109,0.3603,0.177,0.0,0.0885
0,5.59,4.24,0.51,0.32,112,75.0,87.0,foc,y,u,foc,e,s,339.56,166.71,1597.98,306.47,53.0,11.33327319,0.0,0.0981446,0,0.7062,0.0,0.3531,0.177,0.0,0.0885
0,5.59,4.24,0.51,0.32,336,75.0,87.0,foc,y,u,foc,e,s,1972.4,260.47,1597.98,306.47,53.0,11.40078403,0.0,0.0981446,0,0.9846,0.0,0.4923,0.0,0.0,0.0
0,5.59,4.24,0.51,0.32,224,75.0,87.0,foc,y,u,foc,e,s,339.56,166.71,1597.98,306.47,53.0,11.36650278,0.0,0.0981446,0,0.7062,0.0,0.3531,0.179,0.002,0.0905
0,5.59,4.24,0.51,0.32,112,75.0,87.0,foc,y,u,foc,e,s,339.56,166.71,1597.98,306.47,53.0,11.3332773,0.0,0.0981446,0,0.7062,0.0,0.3531,0.181,0.0,0.0905
0,5.59,4.24,0.51,0.32,336,75.0,87.0,foc,y,u,foc,e,s,1972.4,260.47,1597.98,306.47,53.0,11.40078403,0.0,0.0981446,0,0.9846,0.0,0.4923,0.0,0.0,0.0
0,5.59,4.24,0.51,0.32,224,75.0,87.0,foc,y,u,foc,e,s,339.56,166.71,1597.98,306.47,53.0,11.36650144,0.0,0.0981446,0,0.7206,0.0,0.3603,0.181,0.0,0.0905
0,5.59,4.24,0.51,0.32,112,75.0,87.0,foc,y,u,foc,e,s,339.56,166.71,1597.98,306.47,53.0,11.33327926,0.0,0.0981446,0,0.7097,0.0109,0.3603,0.181,0.0,0.0905
0,6.286599175,2.757701173,0.7865300645,0.1593244239,507,65.67462574,57.42188347,distr,e,s,distr,y,s,3013.23,370.06,4338.47,298.47,31.08951938,11.57685844,0.00358196,0.102241,0,0.3608,0.1375,0.24915,0.0407,0.0407,0.0407
0,6.29,2.76,0.79,0.16,506,65.0,57.0,distr,e,s,distr,y,s,3013.23,370.06,4338.47,298.47,31.0,11.57682179,0.00358196,0.102241,0,0.4192,0.117,0.2681,0.0546,0.0546,0.0546
0,6.356011003,3.682627963,0.5042805772,0.1483835261,274,42.81548911,98.63076918,distr,y,u,free,y,h,4377.5,337.95,2412.61,597.02,70.47396187,11.80192087,0.0,0.0981446,0,0.8761,0.0458,0.46095,0.0,0.0,0.0
0,6.36,3.68,0.5,0.15,273,42.0,98.0,distr,y,u,free,y,h,4377.5,337.95,2412.61,597.02,70.0,11.80190255,0.0,0.0981446,0,0.8917,0.0262,0.45895,0.0,0.0,0.0
0,6.36,3.68,0.5,0.15,182,25.0,98.0,distr,y,u,free,y,h,3519.63,167.08,2412.61,597.02,70.0,11.77433567,0.0,0.0981446,0,0.9144,0.0203,0.46735,0.0,0.0,0.0
0,6.36,3.68,0.5,0.15,91,42.0,98.0,distr,y,u,free,y,h,2152.64,163.55,2412.61,597.02,70.0,11.74705359,0.0,0.0981446,0,0.9013,0.0071,0.4542,0.0,0.0,0.0
0,6.36,3.68,0.5,0.15,273,42.0,98.0,distr,y,u,free,y,h,4377.5,337.95,2412.61,597.02,70.0,11.80190255,0.0,0.0981446,0,0.8896,0.0167,0.45315,0.0,0.0,0.0
0,6.36,3.68,0.5,0.15,182,25.0,98.0,distr,y,u,free,y,h,3225.64,164.78,2412.61,597.02,70.0,11.77432966,0.0,0.0981446,0,0.918,0.0017,0.45985,0.0,0.0,0.0
0,6.36,3.68,0.5,0.15,91,42.0,98.0,distr,y,u,free,y,h,2119.64,163.77,2412.61,597.02,70.0,11.74705063,0.0,0.0981446,0,0.856,0.0857,0.47085,0.0,0.0,0.0
0,6.36,3.68,0.5,0.15,273,42.0,98.0,distr,y,u,free,y,h,4377.5,337.95,2412.61,597.02,70.0,11.80190255,0.0,0.0981446,0,0.8596,0.0876,0.4736,0.0,0.0,0.0
0,6.36,3.68,0.5,0.15,182,25.0,98.0,distr,y,u,free,y,h,3559.63,167.4,2412.61,597.02,70.0,11.77432966,0.0,0.0981446,0,0.8734,0.0606,0.467,0.0,0.0,0.0
0,6.36,3.68,0.5,0.15,91,42.0,98.0,distr,y,u,free,y,h,1561.64,163.51,2412.61,597.02,70.0,11.74703686,0.0,0.0981446,0,0.6744,0.1964,0.4354,0.0072,0.0072,0.0072
2,6.13,4.27,0.73,0.26,305,86.0,67.0,distr,e,s,distr,e,u,278.17,163.22,2583.21,192.59,91.0,11.61137592,0.431441,0.53143,0,0.5877,0.0045,0.2961,0.0462,0.0167,0.03145
2,6.13,4.27,0.73,0.26,152,86.0,67.0,distr,e,s,distr,e,u,278.17,163.22,2583.21,192.59,91.0,11.56638934,0.145087,0.245027,0,0.5795,0.0171,0.2983,0.3282,0.1165,0.22235
2,6.13,4.27,0.73,0.26,152,86.0,67.0,distr,e,s,distr,e,u,106.39,414.63,2264.53,280.39,91.0,11.56638141,0.15574,0.255497,0,0.5809,0.0127,0.2968,0.2205,0.0207,0.1206
0,6.208928418,3.041876597,0.6826068731,0.2693733066,688,43.11057266,77.5826895,foc,e,u,distr,e,h,169.43,713.47,3733.34,215.79,94.01519694,11.34367308,0.0,0.0981446,0,0.7824,0.0019,0.39215,0.0141,0.0007,0.0074
0,6.21,3.04,0.68,0.27,687,43.0,77.0,foc,e,u,distr,e,h,169.43,713.47,3733.34,215.79,94.0,11.34362422,0.0,0.0981446,0,0.3345,0.3345,0.3345,0.0221,0.0025,0.0123
4,6.21,3.04,0.68,0.27,458,43.0,77.0,foc,e,u,distr,e,h,313.23,326.62,2871.27,197.78,94.0,11.27493409,0.0,0.0981446,0,0.7406,0.0077,0.37415,0.0,0.0,0.0
4,6.21,3.04,0.68,0.27,229,43.0,77.0,foc,e,u,distr,e,h,1252.41,250.26,2871.27,197.78,94.0,11.20856992,0.0,0.0981446,0,0.7304,0.0242,0.3773,0.0,0.0,0.0
0,6.21,3.04,0.68,0.27,687,43.0,77.0,foc,e,u,distr,e,h,169.43,713.47,3733.34,215.79,94.0,11.34362422,0.0,0.0981446,0,0.9323,0.023,0.47765,0.0255,0.0003,0.0129
4,6.21,3.04,0.68,0.27,229,43.0,77.0,foc,e,u,distr,e,h,1261.03,308.2,2902.54,199.82,94.0,11.20857187,0.0,0.0981446,0,0.7149,0.0086,0.36175,0.0,0.0,0.0
0,6.21,3.04,0.68,0.27,687,43.0,77.0,foc,e,u,distr,e,h,169.43,713.47,3733.34,215.79,94.0,11.34362422,0.0,0.0981446,0,0.6949,0.0179,0.3564,0.0193,0.0042,0.01175
1,6.21,3.04,0.68,0.27,458,43.0,46.0,foc,e,u,distr,e,h,122.33,376.75,2026.39,188.31,94.0,11.27493241,0.0,0.0981446,0,0.7076,0.0052,0.3564,0.6311,0.0065,0.3188
1,6.21,3.04,0.68,0.27,229,43.0,46.0,foc,e,u,distr,e,h,122.33,376.75,2026.39,188.31,94.0,11.20858266,0.0,0.0981446,0,0.7246,0.0129,0.36875,0.3123,0.3123,0.3123
